  ,  ,  ,  ,  ,Lease,  ,  ,  ,Lease,  ,  ,  ,Lease,Loan
Loan #,Seller(1),Property Name,3rd Largest Tenant,Unit Size,Expiration,  ,4th Largest Tenant,Unit Size,Expiration,  ,5th Largest Tenant,Unit Size,Expiration,Purpose
