  ,  ,  ,2008_6,2008_5,2008_5,2009_8,2009_5,2009_7,2010_4,2010_6,2010_7,Most Recent_9,Most Recent_7,Most Recent_3,UW_0,UW_6,UW_9,  
Loan #_2,Seller(1),Property Name,Occupancy %_3, ADR ($)_3, RevPAR ($)_0, Occupancy %_3, ADR ($)_6, RevPAR ($)_1, Occupancy %_1, ADR ($)_8, RevPAR ($)_8, Occupancy %_5, ADR ($)_3, RevPAR ($)_7,Occupancy %_4, ADR ($)_7, RevPAR ($)_0,Loan #_5
