  ,  ,  ,2008,2008,2008,2009,2009,2009,2010,2010,2010,Most Recent,Most Recent,Most Recent,UW,UW,UW,  
Loan #,Seller(1),Property Name,Occupancy %, ADR ($), RevPAR ($), Occupancy %, ADR ($), RevPAR ($), Occupancy %, ADR ($), RevPAR ($), Occupancy %, ADR ($), RevPAR ($),Occupancy %, ADR ($), RevPAR ($),Loan #
