  ,  ,  ,  ,  ,Lease_8,  ,  ,  ,Lease_3,  ,  ,  ,Lease_5,Loan
Loan #,Seller(1),Property Name,3rd Largest Tenant,Unit Size_8,Expiration_1,  ,4th Largest Tenant,Unit Size_8,Expiration_6,  ,5th Largest Tenant,Unit Size_4,Expiration_4,Purpose
